1	-2.9909	1
2	-9.7952e-07	1
3	2.9909	1
4	2.7713	1
5	-0.6	1
6	-3.8105	1
7	-3.5909	1
8	-8.3259e-06	1
9	3.5909	1
10	3.8105	1
11	0.6	1
12	-2.7713	1
13	-2.9909	1
14	-9.7952e-07	1
15	2.9909	1
16	2.7713	1
17	-0.6	1
18	-3.8105	1
19	-3.5909	1
20	-8.3259e-06	1
21	3.5909	1
22	3.8105	1
23	0.6	1
24	-2.7713	1
25	-2.9909	1
26	-9.7952e-07	1
27	2.9909	1
28	2.7713	1
29	-0.6	1
30	-3.8105	1
31	-3.5909	1
32	-8.3259e-06	1
33	3.5909	1
34	3.8105	1
35	0.6	1
36	-2.7713	1
37	-2.9909	1
38	-9.7952e-07	1
39	2.9909	1
40	2.7713	1
41	-0.6	1
42	-3.8105	1
43	-3.5909	1
44	-8.3259e-06	1
45	3.5909	1
46	3.8105	1
47	0.6	1
48	-2.7713	1
49	-2.9909	1
50	-9.7952e-07	1
51	2.9909	1
52	2.7713	1
53	-0.6	1
54	-3.8105	1
55	-3.5909	1
56	-8.3259e-06	1
57	3.5909	1
58	3.8105	1
59	0.6	1
60	-2.7713	1
61	-2.9909	1
62	-9.7952e-07	1
63	2.9909	1
64	2.7713	1
65	-0.6	1
66	-3.8105	1
67	-3.5909	1
68	-8.3259e-06	1
69	3.5909	1
70	3.8105	1
71	0.6	1
72	-2.7713	1
73	-2.9909	1
74	-9.7952e-07	1
75	2.9909	1
76	2.7713	1
77	-0.6	1
78	-3.8105	1
79	-3.5909	1
80	-8.3259e-06	1
81	3.5909	1
82	3.8105	1
83	0.6	1
84	-2.7713	1
85	-2.9909	1
86	-9.7952e-07	1
87	2.9909	1
88	2.7713	1
89	-0.6	1
90	-3.8105	1
91	-3.5909	1
92	-8.3259e-06	1
93	3.5909	1
94	3.8105	1
95	0.6	1
96	-2.7713	1
97	-2.9909	1
98	-9.7952e-07	1
99	2.9909	1
100	2.7713	1
101	-0.6	1
102	-3.8105	1
103	-3.5909	1
104	-8.3259e-06	1
105	3.5909	1
106	3.8105	1
107	0.6	1
108	-2.7713	1
109	-2.9909	1
110	-9.7952e-07	1
111	2.9909	1
112	2.7713	1
113	-0.6	1
114	-3.8105	1
115	-3.5909	1
116	-8.3259e-06	1
117	3.5909	1
118	3.8105	1
119	0.6	1
120	-2.7713	1
121	-2.9909	1
122	-9.7952e-07	1
123	2.9909	1
124	2.7713	1
125	-0.6	1
126	-3.8105	1
127	-3.5909	1
128	-8.3259e-06	1
129	3.5909	1
130	3.8105	1
131	0.6	1
132	-2.7713	1
133	-2.9909	1
134	-9.7952e-07	1
135	2.9909	1
136	2.7713	1
137	-0.6	1
138	-3.8105	1
139	-3.5909	1
140	-8.3259e-06	1
141	3.5909	1
142	3.8105	1
143	0.6	1
144	-2.7713	1
145	-2.9909	1
146	-9.7952e-07	1
147	2.9909	1
148	2.7713	1
149	-0.6	1
150	-3.8105	1
151	-3.5909	1
152	-8.3259e-06	1
153	3.5909	1
154	3.8105	1
